id;order_id;sku;quantity;code_color
327215;144334;2805_1000094_0_G;1;20001254_047
327217;144335;2689_1000012_0_U;1;20001226_006
327216;144335;2689_1000048_0_U;1;20001226_024
327218;144336;4279_1000102_0_U;1;20001913_051
327219;144337;4055_1000054_0_U;1;20001798_027
327221;144338;2891_141_0_M;1;20001297_559
327220;144338;4051_1000098_0_U;1;20001797_049
327223;144339;2891_141_0_P;1;20001297_559
327222;144339;2891_145_0_P;1;20001297_561
327224;144339;2941_1000030_0_P;1;20001319_015
327225;144340;70976418_40130845_0_U;1;13770129_003
327227;144341;2545_115_0_G;1;20001159_551
327228;144341;3899_1000022_0_U;1;20001747_011
327226;144341;4727_1000102_0_U;1;20002119_051
327229;144342;4129_255_0_M;1;20001836_592
327231;144343;1927_1000038_0_U;1;20000930_019
327230;144343;2003_40130843_0_U;1;20000969_002
327233;144343;3683_217_0_42;1;20001638_588
327236;144343;4089_257_0_M;1;20001815_593
327235;144343;4381_1000058_0_M;1;20001970_029
327232;144343;4505_173_0_U;1;20002028_179
327234;144343;4951_40130843_0_U;1;20002221_002
327237;144343;70976012_1000024_0_U;1;14880109_012
327238;144344;114_40130847_0_M;1;10000056_004
327239;144345;3129_173_0_U;1;20001424_179
327240;144345;4191_31_0_GG;1;20001869_073
327241;144345;4227_1000016_0_U;1;20001881_008
327244;144346;2779_1000036_0_G;1;20001241_018
327242;144346;4171_263_0_G;1;20001857_596
327245;144346;4431_277_0_G;1;20001995_601
327243;144346;4461_283_0_G;1;20002010_080
327249;144347;2803_141_0_M;1;20001252_559
327250;144347;329_1000076_0_38;1;10000193_038
327248;144347;4145_257_0_P;1;20001844_593
327247;144347;4951_40130843_0_U;1;20002221_002
327246;144347;4953_1000044_0_U;1;20002222_022
327252;144348;5029_40130845_0_U;1;20002266_003
327251;144348;695_1000032_0_GG;1;20000313_016
327253;144349;2203_1000058_0_36;1;20001061_029
327254;144349;4437_1000058_0_P;1;20001998_029
327255;144350;4129_261_0_M;1;20001836_595
327257;144350;4339_1000018_0_U;1;20001946_009
327256;144350;4345_1000028_0_U;1;20001950_014
327259;144351;3933_1000058_0_M;1;20001760_029
327258;144351;3935_245_0_M;1;20001761_590
327261;144352;2861_1000058_0_M;1;20001281_029
327260;144352;901_40130843_0_M;1;20000420_002
327262;144353;2211_1000058_0_40;1;20001065_029
327264;144354;3725_207_0_M;1;20001663_583
327263;144354;4245_1000048_0_U;1;20001891_024
327266;144355;114_40130847_0_G;1;10000056_004
327265;144355;114_40130847_0_M;1;10000056_004
327268;144356;2543_40130847_0_M;1;20001158_004
327267;144356;2557_40130847_0_M;1;20001165_004
327269;144357;5091_1000116_0_U;1;20002291_058
327277;144358;2497_93_0_G;1;20001131_540
327271;144358;2501_1000020_0_G;1;20001135_010
327272;144358;2507_40130843_0_M;1;20001138_002
327270;144358;2513_97_0_M;1;20001141_542
327273;144358;2515_103_0_G;1;20001142_545
327275;144358;2519_101_0_P;1;20001144_544
327274;144358;2531_40130843_0_G;1;20001152_002
327276;144358;2559_101_0_M;1;20001166_544
327281;144359;2123_75_0_P;1;20001016_535
327280;144359;2775_1000094_0_M;1;20001236_047
327279;144359;4119_257_0_38;1;20001831_593
327278;144359;4119_261_0_38;1;20001831_595
327283;144360;2123_63_0_M;1;20001016_529
327282;144360;2123_75_0_M;1;20001016_535
327284;144360;4385_1000046_0_42;1;20001972_023
327286;144361;2203_40130843_0_36;1;20001061_002
327285;144361;2295_40130843_0_36;1;20001098_002
327289;144362;3683_217_0_38;1;20001638_588
327288;144362;3751_1000094_0_M;1;20001677_047
327287;144362;4023_255_0_M;1;20001782_592
327291;144363;2777_141_0_PP;1;20001237_559
327290;144363;2953_1000036_0_PP;1;20001328_018
327293;144364;1167_1000034_0_M;1;20000562_017
327292;144364;4129_259_0_M;1;20001836_594
327294;144365;2297_1000058_0_G;1;20001099_029
327295;144365;3693_1000058_0_G;1;20001644_029
327298;144366;4241_40130843_0_U;1;20001889_002
327296;144366;4243_1000048_0_U;1;20001890_024
327297;144366;4509_1000048_0_U;1;20002030_024
327299;144366;70976152_40130843_0_U;1;16340002_002
327300;144367;419_1000094_0_38;1;10000234_047
327301;144367;4415_40130847_0_P;1;20001987_004
327302;144368;2183_1000020_0_42;1;20001051_010
327303;144369;70975580_1000022_0_38/40;1;15710003_011
327304;144370;4143_257_0_G;1;20001843_593
327305;144371;3785_239_0_P;1;20001694_074
327306;144371;4129_261_0_P;1;20001836_595
327307;144371;4453_1000028_0_P;1;20002006_014
327308;144372;2891_149_0_P;1;20001297_563
327309;144372;3935_245_0_P;1;20001761_590
327310;144373;4087_255_0_P;1;20001814_592
327311;144373;4119_255_0_40;1;20001831_592
327313;144374;4097_263_0_P;1;20001819_596
327312;144374;4149_259_0_P;1;20001846_594
327315;144375;4019_257_0_G;1;20001780_593
327314;144375;4029_257_0_42;1;20001786_593
327316;144376;2891_141_0_P;1;20001297_559
327317;144376;2891_149_0_P;1;20001297_563
327320;144376;3409_1000054_0_U;1;20001526_027
327319;144376;70975514_1000038_0_38;1;14590174_019
327318;144376;70976792_1000074_0_38;1;16040017_037
327321;144377;70975990_271_0_P;1;15560017_598
327322;144378;114_40130847_0_M;1;10000056_004
327325;144380;2529_113_0_M;1;20001151_550
327326;144380;2559_113_0_G;1;20001166_550
327327;144381;2303_1000058_0_38;1;20001102_029
327328;144382;4145_259_0_G;1;20001844_594
327329;144382;4505_173_0_U;1;20002028_179
327331;144384;2575_109_0_M;1;20001175_548
327334;144385;2125_77_0_PP;1;20001017_536
327332;144385;2287_1000030_0_38;1;20001094_015
327333;144385;2287_1000058_0_38;1;20001094_029
327341;144387;4145_257_0_M;1;20001844_593
327342;144388;1735_40130843_0_42;1;20000825_002
327346;144389;2891_141_0_P;1;20001297_559
327345;144389;2891_149_0_P;1;20001297_563
327347;144389;3279_1000116_0_U;1;20001477_058
327348;144389;4925_40130843_0_U;1;20002201_002
327344;144389;70975558_1000026_0_38;1;15560006_013
327343;144389;70976792_1000074_0_40;2;16040017_037
327350;144390;2513_111_0_P;1;20001141_549
327349;144390;2535_111_0_G;1;20001154_549
327351;144391;2521_105_0_P;1;20001145_546
327352;144391;2535_105_0_G;1;20001154_546
327353;144392;2939_31_0_40;1;20001321_073
327357;144393;1857_1000018_0_U;1;20000893_009
327355;144393;1905_1000076_0_U;1;20000920_038
327356;144393;3413_1000054_0_U;1;20001527_027
327354;144393;4241_1000018_0_U;1;20001889_009
327358;144393;4985_40130843_0_U;1;20002238_002
327360;144394;2603_1000032_0_U;1;20001188_016
327359;144394;2837_153_0_42;1;20001266_565
327361;144394;657_1000024_0_42;1;20000291_012
327362;144395;4121_40130843_0_36;1;20001832_002
327363;144396;4171_261_0_M;1;20001857_595
327364;144397;3113_40130847_0_U;1;20001414_004
327366;144397;70976792_1000074_0_38;1;16040017_037
327365;144397;70977066_40130843_0_40;1;15540004_002
327367;144398;4023_263_0_PP;1;20001782_596
327368;144398;4087_263_0_PP;1;20001814_596
327369;144399;3777_239_0_GG;1;20001690_074
327370;144400;4143_257_0_P;1;20001843_593
327371;144401;5085_1000026_0_U;1;20002288_013
327372;144402;3623_1000020_0_GG;1;20001602_010
327373;144403;2571_40130843_0_M;1;20001173_002
327374;144404;2177_77_0_G;1;20001048_536
327378;144406;2287_1000030_0_40;1;20001094_015
327377;144406;2951_40130843_0_M;1;20001327_002
327376;144406;3795_239_0_M;1;20001699_074
327379;144407;2287_1000058_0_38;1;20001094_029
327380;144407;4087_255_0_P;1;20001814_592
327381;144407;4119_255_0_40;1;20001831_592
327384;144408;4001_1000048_0_PP;1;20001777_024
327383;144408;4023_261_0_P;1;20001782_595
327382;144408;4097_263_0_PP;1;20001819_596
327385;144408;5945_1000018_0_U;1;20002676_009
327386;144409;4437_40130843_0_G;1;20001998_002
327387;144410;114_40130847_0_P;1;10000056_004
327389;144411;3647_209_0_G;1;20001621_584
327388;144411;4177_255_0_G;1;20001860_592
327394;144413;2497_87_0_M;1;20001131_537
327395;144413;2531_87_0_M;1;20001152_537
327400;144415;4505_173_0_U;1;20002028_179
327401;144415;5773_173_0_U;1;20002592_179
327402;144416;3781_40130843_0_P;1;20001692_002
327403;144417;3795_239_0_P;1;20001699_074
327404;144418;70975314_40130843_0_40;1;10160020_002
327405;144419;4047_1000054_0_U;1;20001794_027
327406;144419;4691_20_0_U;1;20002099_066
327415;144420;2497_40130843_0_G;1;20001131_002
327411;144420;2513_111_0_G;1;20001141_549
327407;144420;2517_99_0_G;1;20001143_543
327408;144420;2543_99_0_M;1;20001158_543
327414;144420;2557_40130843_0_G;1;20001165_002
327412;144420;2559_111_0_G;1;20001166_549
327410;144420;2569_111_0_M;1;20001172_549
327409;144420;2591_111_0_M;1;20001182_549
327413;144420;2593_40130843_0_M;1;20001184_002
327416;144420;4459_1000058_0_M;1;20002009_029
327418;144421;695_40130843_0_M;1;20000313_002
327417;144421;695_40130847_0_M;1;20000313_004
327419;144422;70975504_1000022_0_40;1;15540003_011
327420;144423;2249_1000032_0_P;1;20001079_016
327421;144424;4167_1000036_0_G;1;20001855_018
327422;144425;4081_261_0_U;1;20001811_595
327427;144427;2823_145_0_P;1;20001264_561
327436;144430;3747_1000032_0_G;1;20001676_016
327437;144431;3631_1000096_0_M;1;20001612_048
327438;144431;695_40130843_0_M;1;20000313_002
327441;144432;2313_1000032_0_M;1;20001107_016
327439;144432;2817_145_0_G;1;20001260_561
327440;144432;2817_145_0_PP;1;20001260_561
327442;144433;3631_1000096_0_G;1;20001612_048
327444;144435;3777_239_0_P;1;20001690_074
327446;144435;3933_1000030_0_P;1;20001760_015
327445;144435;4627_1000026_0_U;1;20002063_013
327449;144436;2513_113_0_M;1;20001141_550
327450;144436;2545_129_0_M;1;20001159_680
327447;144436;2551_40130843_0_M;1;20001162_002
327448;144436;2565_40130843_0_M;1;20001170_002
327451;144436;2899_1000058_0_M;1;20001299_029
327452;144437;3649_40130843_0_P;1;20001622_002
327453;144438;3653_215_0_40;1;20001624_587
327454;144438;3747_31_0_P;1;20001676_073
327455;144439;70975662_1000042_0_40;1;15830005_021
327457;144440;3115_71_0_U;1;20001415_533
327456;144440;4589_1000048_0_U;1;20002048_024
327459;144441;4171_261_0_G;1;20001857_595
327460;144441;4353_1000022_0_GG;1;20001955_011
327462;144441;4355_1000022_0_GG;1;20001956_011
327458;144441;4401_273_0_G;1;20001980_599
327461;144441;4431_279_0_G;1;20001995_602
327463;144442;2529_113_0_G;1;20001151_550
327466;144442;4087_259_0_M;1;20001814_594
327467;144442;4113_1000026_0_M;1;20001828_013
327464;144442;4149_265_0_M;1;20001846_597
327465;144442;4177_259_0_M;1;20001860_594
327470;144443;2939_1000058_0_36;1;20001321_029
327468;144443;4019_259_0_PP;1;20001780_594
327469;144443;4087_257_0_PP;1;20001814_593
327471;144444;4087_259_0_P;1;20001814_594
327474;144445;2183_1000020_0_42;1;20001051_010
327473;144445;2817_145_0_M;1;20001260_561
327472;144445;4145_257_0_M;1;20001844_593
327475;144446;2837_153_0_38;1;20001266_565
327476;144446;4115_1000096_0_P;1;20001829_048
327482;144447;2497_40130847_0_P;1;20001131_004
327481;144447;2531_40130847_0_P;1;20001152_004
327480;144447;3677_231_0_42;1;20001635_062
327477;144447;4081_259_0_U;1;20001811_594
327478;144447;4183_1000030_0_42;1;20001863_015
327479;144447;4853_1000054_0_U;1;20002176_027
327483;144448;2523_40130843_0_M;1;20001146_002
327484;144448;2563_40130843_0_M;1;20001168_002
327486;144449;2513_121_0_M;1;20001141_554
327487;144449;2513_91_0_M;1;20001141_539
327485;144449;2559_103_0_G;1;20001166_545
327488;144450;4465_1000046_0_P;1;20002012_023
327490;144451;4143_257_0_M;1;20001843_593
327489;144451;4143_263_0_M;1;20001843_596
327492;144452;2593_40130843_0_G;1;20001184_002
327491;144452;3765_207_0_GG;1;20001684_583
327494;144453;2513_121_0_P;1;20001141_554
327493;144453;2531_40130847_0_P;1;20001152_004
327495;144453;5401_173_0_U;1;20002430_179
327497;144454;1643_40130843_0_U;1;20000793_002
327496;144454;2001_40130843_0_U;1;20000968_002
327498;144454;3961_145_0_U;1;20001774_561
327499;144455;114_40130847_0_M;1;10000056_004
327501;144456;2897_1000058_0_P;1;20001300_029
327502;144456;4029_261_0_42;1;20001786_595
327500;144456;4129_261_0_M;1;20001836_595
327503;144457;4143_257_0_M;1;20001843_593
327523;144459;2831_1000036_0_G;1;20001267_018
327538;144460;2517_109_0_P;1;20001143_548
327534;144460;2517_99_0_G;1;20001143_543
327530;144460;2521_101_0_G;1;20001145_544
327528;144460;2521_121_0_M;1;20001145_554
327529;144460;2527_121_0_M;1;20001148_554
327535;144460;2535_99_0_G;1;20001154_543
327527;144460;2543_121_0_M;1;20001158_554
327539;144460;2557_109_0_P;1;20001165_548
327536;144460;2599_115_0_M;1;20001186_551
327526;144460;2599_121_0_G;1;20001186_554
327540;144460;2777_145_0_G;1;20001237_561
327524;144460;2817_145_0_M;1;20001260_561
327537;144460;2867_145_0_P;1;20001285_561
327531;144460;2871_145_0_G;1;20001283_561
327533;144460;2891_141_0_M;1;20001297_559
327532;144460;2919_141_0_42;1;20001310_559
327525;144460;2919_145_0_42;1;20001310_561
327541;144460;4037_263_0_42;1;20001790_596
327542;144460;4129_263_0_M;1;20001836_596
327544;144461;2151_1000058_0_40;1;20001032_029
327543;144461;4023_257_0_P;1;20001782_593
327546;144461;4605_215_0_M;1;20002053_587
327545;144461;4955_1000090_0_U;1;20002223_045
327547;144462;4081_265_0_U;1;20001811_597
327549;144462;4951_40130843_0_U;1;20002221_002
327548;144462;70975392_40130843_0_42;1;14590194_002
327551;144463;4925_1000116_0_U;1;20002201_058
327550;144463;695_40130843_0_M;1;20000313_002
327552;144464;2837_145_0_40;1;20001266_561
327554;144465;2513_93_0_M;1;20001141_540
327553;144465;2513_97_0_M;1;20001141_542
327556;144465;2541_40130843_0_M;1;20001157_002
327555;144465;2571_40130843_0_M;1;20001173_002
327557;144466;2807_1000058_0_G;1;20001255_029
327558;144467;1171_1000070_0_PP;1;20000563_035
327561;144468;2515_40130843_0_G;1;20001142_002
327559;144468;2531_40130847_0_G;1;20001152_004
327560;144468;2953_283_0_G;1;20001328_080
327562;144468;4119_259_0_42;1;20001831_594
327564;144469;2497_93_0_M;1;20001131_540
327563;144469;2557_40130843_0_M;1;20001165_002
327566;144470;3631_1000096_0_M;1;20001612_048
327565;144470;3815_1000030_0_40;1;20001711_015
327567;144470;4619_1000016_0_U;1;20002058_008
327568;144471;2837_143_0_40;1;20001266_560
327569;144472;2513_111_0_P;1;20001141_549
327570;144472;2559_111_0_P;1;20001166_549
327573;144474;3795_239_0_M;1;20001699_074
327572;144474;4097_265_0_P;1;20001819_597
327574;144474;4973_1000020_0_U;1;20002233_010
327575;144475;4823_1000116_0_U;1;20002160_058
327576;144476;2513_111_0_P;1;20001141_549
327577;144476;2559_111_0_P;1;20001166_549
327579;144477;4177_261_0_G;1;20001860_595
327578;144477;4791_1000102_0_U;1;20002144_051
327580;144478;4191_1000032_0_G;1;20001869_016
327581;144479;70975486_1000038_0_M;2;16210003_019
327582;144480;114_40130847_0_M;1;10000056_004
327583;144481;2521_1000088_0_G;1;20001145_044
327587;144482;3675_40130843_0_42;1;20001634_002
327588;144482;4019_259_0_G;1;20001780_594
327590;144482;4019_261_0_G;1;20001780_595
327586;144482;4029_259_0_42;1;20001786_594
327584;144482;4083_1000096_0_42;1;20001812_048
327589;144482;4119_261_0_42;1;20001831_595
327585;144482;4391_1000020_0_42;1;20001975_010
327591;144483;4059_1000030_0_U;1;20001800_015
327592;144484;4431_1000058_0_M;1;20001995_029
327593;144484;4431_40130843_0_M;1;20001995_002
327595;144485;2823_145_0_G;1;20001264_561
327596;144485;4767_1000102_0_U;1;20002132_051
327594;144485;5935_1000018_0_U;1;20002671_009
327597;144486;2891_139_0_G;1;20001297_558
327598;144487;70975486_1000038_0_M;1;16210003_019
327599;144488;4955_1000090_0_U;1;20002223_045
327600;144489;2779_161_0_G;1;20001241_153
327601;144489;2783_7_0_G;1;20001243_069
327602;144490;399_1000094_0_44;1;10000208_047
327604;144491;2305_73_0_P;1;20001103_534
327605;144491;2801_1000078_0_38;1;20001251_039
327603;144491;2923_1000108_0_38;1;20001312_054
327606;144491;4097_255_0_P;1;20001819_592
327607;144492;4955_1000044_0_U;1;20002223_022
327610;144493;2517_99_0_G;1;20001143_543
327608;144493;2521_121_0_M;1;20001145_554
327611;144493;2535_99_0_M;1;20001154_543
327609;144493;2543_121_0_M;1;20001158_554
327612;144494;2779_161_0_GG;1;20001241_153
327613;144495;2817_145_0_P;1;20001260_561
327615;144496;1251_40130845_0_U;1;20000597_003
327614;144496;5861_1000036_0_U;2;20002626_018
327618;144498;306_1000088_0_44;1;10000087_044
327619;144499;4087_255_0_P;1;20001814_592
327620;144499;4087_259_0_P;1;20001814_594
327621;144499;4119_255_0_40;1;20001831_592
327622;144500;2287_40130843_0_38;1;20001094_002
327628;144503;2285_71_0_M;1;20001093_533
327627;144503;5029_40130845_0_U;1;20002266_003
327626;144503;5035_40130845_0_U;1;20002269_003
327625;144503;70976574_40130845_0_U;1;14630017_003
327633;144508;4965_40130843_0_U;1;20002230_002
327634;144509;4823_1000116_0_U;1;20002160_058
327635;144510;2513_111_0_M;1;20001141_549
327636;144510;2559_111_0_G;1;20001166_549
327637;144511;4415_1000094_0_G;1;20001987_047
327641;144512;2231_1000058_0_40;1;20001076_029
327640;144512;3753_1000058_0_P;1;20001679_029
327639;144512;3753_40130843_0_P;1;20001679_002
327638;144512;4443_1000110_0_40;1;20002001_055
327642;144513;4143_257_0_G;1;20001843_593
327643;144514;2871_141_0_G;1;20001283_559
327644;144515;2543_40130847_0_G;1;20001158_004
327645;144516;3725_211_0_G;1;20001663_585
327646;144516;4087_259_0_M;1;20001814_594
327647;144517;2953_1000030_0_M;1;20001328_015
327649;144518;2211_1000058_0_38;1;20001065_029
327648;144518;70975768_1000026_0_P;1;16040004_013
327651;144519;2513_111_0_P;1;20001141_549
327650;144519;2559_111_0_P;1;20001166_549
327652;144519;2563_40130843_0_P;1;20001168_002
327654;144520;2497_87_0_M;1;20001131_537
327653;144520;2531_87_0_M;1;20001152_537
327655;144521;2953_1000036_0_G;1;20001328_018
327656;144521;2953_1000064_0_G;1;20001328_032
327657;144522;70975380_1000038_0_40;1;15600033_019
327658;144523;2287_40130843_0_38;1;20001094_002
327662;144525;2513_99_0_M;1;20001141_543
327663;144525;2521_121_0_M;1;20001145_554
327661;144525;2535_99_0_M;1;20001154_543
327664;144525;2541_121_0_M;1;20001157_554
327667;144527;3769_1000032_0_36;1;20001686_016
327668;144527;3769_83_0_36;1;20001686_123
327671;144528;2779_161_0_P;1;20001241_153
327670;144528;4097_255_0_P;1;20001819_592
327669;144528;4097_265_0_P;1;20001819_597
327673;144529;3619_1000058_0_G;1;20001596_029
327672;144529;4143_257_0_G;1;20001843_593
327677;144530;2517_99_0_G;1;20001143_543
327675;144530;2523_40130847_0_M;1;20001146_004
327674;144530;2535_99_0_G;1;20001154_543
327676;144530;2563_40130847_0_G;1;20001168_004
327679;144531;2601_1000024_0_U;1;20001187_012
327678;144531;4115_40130843_0_G;1;20001829_002
327680;144532;4023_255_0_P;1;20001782_592
327681;144532;4023_257_0_P;1;20001782_593
327682;144533;2201_1000020_0_36;1;20001060_010
327683;144533;2939_1000058_0_38;1;20001321_029
327684;144533;3663_177_0_38;1;20001629_183
327685;144534;2283_63_0_42;1;20001092_529
327686;144535;70976218_1000012_0_U;1;16360010_006
327687;144536;4023_263_0_M;1;20001782_596
327688;144537;3765_207_0_G;1;20001684_583
327689;144537;3765_211_0_PP;1;20001684_585
327690;144538;2871_145_0_G;1;20001283_561
327691;144538;4803_1000016_0_U;1;20002150_008
327693;144539;2523_40130843_0_G;1;20001146_002
327695;144539;2529_125_0_G;1;20001151_556
327694;144539;2559_125_0_G;1;20001166_556
327692;144539;2563_40130843_0_G;1;20001168_002
327696;144540;2775_1000094_0_M;1;20001236_047
327697;144540;4601_1000030_0_P;1;20002052_015
327699;144541;2869_149_0_GG;1;20001286_563
327698;144541;4081_259_0_U;1;20001811_594
327700;144542;4449_273_0_M;1;20002004_599
327701;144543;2545_129_0_M;1;20001159_680
327705;144545;2497_87_0_M;1;20001131_537
327706;144545;2531_87_0_M;1;20001152_537
327707;144546;2559_103_0_P;1;20001166_545
327710;144547;2167_40130843_0_G;1;20001040_002
327717;144547;3263_40130843_0_U;1;20001469_002
327709;144547;3777_239_0_G;1;20001690_074
327708;144547;3935_245_0_M;1;20001761_590
327718;144547;4087_265_0_G;1;20001814_597
327711;144547;4123_1000110_0_G;1;20001833_055
327713;144547;4785_1000102_0_U;1;20002141_051
327714;144547;4863_1000036_0_U;1;20002184_018
327712;144547;5027_40130845_0_U;1;20002265_003
327716;144547;5939_1000018_0_U;1;20002673_009
327715;144547;5945_1000018_0_U;1;20002676_009
327724;144549;259_40130843_0_38;1;10000160_002
327725;144549;4075_40130843_0_PP;1;20001808_002
327723;144549;669_1000054_0_P;1;20000297_027
327729;144550;2813_207_0_P;1;20001257_583
327726;144550;3113_40130847_0_U;1;20001414_004
327727;144550;3267_1000080_0_U;1;20001471_040
327728;144550;3933_1000058_0_P;1;20001760_029
327730;144551;2287_1000058_0_38;1;20001094_029
327731;144552;2131_1000032_0_M;1;20001020_016
327732;144552;2303_1000096_0_40;1;20001102_048
327733;144553;2937_213_0_40;1;20001320_586
327734;144553;70975492_1000024_0_42;1;15310030_012
327735;144554;2783_145_0_P;1;20001243_561
327738;144555;1161_40130843_0_40;1;20000560_002
327737;144555;3935_245_0_M;1;20001761_590
327736;144555;70975718_40130843_0_M;1;10160008_002
327739;144556;3647_209_0_G;1;20001621_584
327741;144557;2287_1000030_0_40;1;20001094_015
327740;144557;3011_167_0_M;1;20001348_569
327742;144558;2881_147_0_P;1;20001292_562
327743;144559;4861_1000032_0_U;1;20002183_016
327744;144559;5035_1000018_0_U;1;20002269_009
327750;144560;2627_1000026_0_U;1;20001200_013
327746;144560;3661_1000024_0_38;1;20001628_012
327751;144560;4325_1000024_0_U;1;20001939_012
327747;144560;4493_1000084_0_U;1;20002022_042
327749;144560;5913_1000064_0_U;1;20002657_032
327748;144560;5919_1000018_0_U;1;20002660_009
327745;144560;871_1000018_0_U;1;20000402_009
327752;144561;3935_247_0_M;1;20001761_591
327753;144562;70975580_1000024_0_38/40;1;15710003_012
327756;144563;2841_7_0_42;1;20001271_069
327755;144563;3655_1000044_0_42;1;20001625_022
327754;144563;6133_40130843_0_42;1;20002758_002
327757;144564;2497_87_0_M;1;20001131_537
327759;144565;4129_259_0_G;1;20001836_594
327760;144565;4129_261_0_G;1;20001836_595
327758;144565;4375_1000054_0_U;1;20001963_027
327762;144566;2521_121_0_G;1;20001145_554
327761;144566;2543_121_0_G;1;20001158_554
327764;144567;2935_40130843_0_38;1;20001318_002
327763;144567;4087_259_0_P;1;20001814_594
327765;144567;4405_1000046_0_38;1;20001982_023
327768;144568;2287_1000058_0_38;1;20001094_029
327767;144568;2513_121_0_G;1;20001141_554
327766;144568;2543_121_0_M;1;20001158_554
327769;144568;5767_1000090_0_U;1;20002590_045
327771;144569;2939_31_0_38;1;20001321_073
327770;144569;4001_40130843_0_P;1;20001777_002
327772;144570;3741_209_0_GG;1;20001672_584
327773;144571;6133_83_0_40;1;20002758_123
327796;144572;2641_1000024_0_U;1;20001207_012
327795;144572;2643_1000024_0_U;1;20001208_012
327789;144572;2671_1000018_0_U;1;20001217_009
327790;144572;2673_1000018_0_U;1;20001218_009
327794;144572;3023_1000024_0_U;1;20001353_012
327774;144572;3039_40130847_0_U;1;20001356_004
327781;144572;3117_73_0_U;1;20001416_534
327797;144572;3417_1000024_0_U;1;20001529_012
327778;144572;3419_1000030_0_U;1;20001530_015
327779;144572;3435_1000020_0_U;1;20001538_010
327787;144572;4243_1000036_0_U;1;20001890_018
327786;144572;4245_1000036_0_U;1;20001891_018
327782;144572;4459_1000058_0_GG;1;20002009_029
327780;144572;4493_1000084_0_U;1;20002022_042
327788;144572;4509_1000036_0_U;1;20002030_018
327798;144572;4625_1000024_0_U;1;20002062_012
327783;144572;4861_1000024_0_U;1;20002183_012
327791;144572;4895_1000032_0_U;1;20002188_016
327784;144572;4915_1000024_0_U;1;20002197_012
327792;144572;4919_1000032_0_U;1;20002199_016
327785;144572;5021_1000024_0_U;1;20002262_012
327793;144572;5021_1000032_0_U;1;20002262_016
